false_gods,true_gods,random_gods,expected_questions,status,independent_replications,notes,version,reproduce_command
0,212,1,7.802817,optimal,0,,0.16.13,./hardest -f 0 -t 212 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,213,1,7.808411,optimal,0,,0.16.13,./hardest -f 0 -t 213 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,214,1,7.813953,optimal,0,,0.16.13,./hardest -f 0 -t 214 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,215,1,7.819444,optimal,0,,0.16.13,./hardest -f 0 -t 215 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,216,1,7.824885,optimal,0,,0.16.13,./hardest -f 0 -t 216 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,217,1,7.830275,optimal,0,,0.16.13,./hardest -f 0 -t 217 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,218,1,7.835616,optimal,0,,0.16.13,./hardest -f 0 -t 218 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,219,1,7.840909,optimal,0,,0.16.13,./hardest -f 0 -t 219 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,220,1,7.846154,optimal,0,,0.16.13,./hardest -f 0 -t 220 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,221,1,7.851351,optimal,0,,0.16.13,./hardest -f 0 -t 221 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,222,1,7.856502,optimal,0,,0.16.13,./hardest -f 0 -t 222 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,223,1,7.861607,optimal,0,,0.16.13,./hardest -f 0 -t 223 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,224,1,7.866667,optimal,0,,0.16.13,./hardest -f 0 -t 224 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,225,1,7.871681,optimal,0,,0.16.13,./hardest -f 0 -t 225 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,226,1,7.876652,optimal,0,,0.16.13,./hardest -f 0 -t 226 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,227,1,7.881579,optimal,0,,0.16.13,./hardest -f 0 -t 227 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,228,1,7.886463,optimal,0,,0.16.13,./hardest -f 0 -t 228 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,229,1,7.891304,optimal,0,,0.16.13,./hardest -f 0 -t 229 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,230,1,7.896104,optimal,0,,0.16.13,./hardest -f 0 -t 230 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,231,1,7.900862,optimal,0,,0.16.13,./hardest -f 0 -t 231 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,232,1,7.905579,optimal,0,,0.16.13,./hardest -f 0 -t 232 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,233,1,7.910256,optimal,0,,0.16.13,./hardest -f 0 -t 233 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,234,1,7.914894,optimal,0,,0.16.13,./hardest -f 0 -t 234 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,235,1,7.919492,optimal,0,,0.16.13,./hardest -f 0 -t 235 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,236,1,7.924051,optimal,0,,0.16.13,./hardest -f 0 -t 236 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,237,1,7.928571,optimal,0,,0.16.13,./hardest -f 0 -t 237 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,238,1,7.933054,optimal,0,,0.16.13,./hardest -f 0 -t 238 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,239,1,7.937500,optimal,0,,0.16.13,./hardest -f 0 -t 239 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,240,1,7.941909,optimal,0,,0.16.13,./hardest -f 0 -t 240 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,241,1,7.946281,optimal,0,,0.16.13,./hardest -f 0 -t 241 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,242,1,7.950617,optimal,0,,0.16.13,./hardest -f 0 -t 242 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,243,1,7.954918,optimal,0,,0.16.13,./hardest -f 0 -t 243 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,244,1,7.959184,optimal,0,,0.16.13,./hardest -f 0 -t 244 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,245,1,7.963415,optimal,0,,0.16.13,./hardest -f 0 -t 245 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,246,1,7.967611,optimal,0,,0.16.13,./hardest -f 0 -t 246 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,247,1,7.971774,optimal,0,,0.16.13,./hardest -f 0 -t 247 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,248,1,7.975904,optimal,0,,0.16.13,./hardest -f 0 -t 248 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,249,1,7.980000,optimal,0,,0.16.13,./hardest -f 0 -t 249 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,250,1,7.984064,optimal,0,,,
0,251,1,7.988095,optimal,0,,0.16.13,./hardest -f 0 -t 251 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,252,1,7.992095,optimal,0,,0.16.13,./hardest -f 0 -t 252 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,253,1,7.996063,optimal,0,,0.16.13,./hardest -f 0 -t 253 -r 1 -b 0 -i 0 -l 1.01 -s 1774448932 -i 0
0,254,1,8.0,optimal,0,,,
1,51,1,11.532656,optimal,0,,0.16.17,./hardest -f 1 -t 51 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,52,1,11.587352,optimal,0,,0.16.17,./hardest -f 1 -t 52 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,53,1,11.639057,optimal,0,,0.16.17,./hardest -f 1 -t 53 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,54,1,11.687987,optimal,0,,0.16.17,./hardest -f 1 -t 54 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,55,1,11.734336,optimal,0,,0.16.17,./hardest -f 1 -t 55 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,56,1,11.778282,optimal,0,,0.16.17,./hardest -f 1 -t 56 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,57,1,11.819988,optimal,0,,0.16.17,./hardest -f 1 -t 57 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,58,1,11.859605,optimal,0,,0.16.17,./hardest -f 1 -t 58 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,59,1,11.897268,optimal,0,,0.16.17,./hardest -f 1 -t 59 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,60,1,11.933104,optimal,0,,0.16.17,./hardest -f 1 -t 60 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,61,1,11.967230,optimal,0,,0.16.17,./hardest -f 1 -t 61 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,62,1,11.999752,optimal,0,,0.16.17,./hardest -f 1 -t 62 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,63,1,12.046154,optimal,0,,0.16.17,./hardest -f 1 -t 63 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,64,1,12.105594,optimal,0,,0.16.17,./hardest -f 1 -t 64 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,65,1,12.162370,optimal,0,,0.16.17,./hardest -f 1 -t 65 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,66,1,12.216637,optimal,0,,0.16.17,./hardest -f 1 -t 66 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,67,1,12.268542,optimal,0,,0.16.17,./hardest -f 1 -t 67 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,68,1,12.318219,optimal,0,,0.16.17,./hardest -f 1 -t 68 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,69,1,12.365795,optimal,0,,0.16.17,./hardest -f 1 -t 69 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,70,1,12.411385,optimal,0,,0.16.17,./hardest -f 1 -t 70 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,71,1,12.455099,optimal,0,,0.16.17,./hardest -f 1 -t 71 -r 1 -b 0 -i 0 -l 1.01 -s 1774544623 -i 0
1,72,1,12.497038,optimal,0,,0.16.17,./hardest -f 1 -t 72 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,73,1,12.537297,optimal,0,,0.16.17,./hardest -f 1 -t 73 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,74,1,12.575965,optimal,0,,0.16.17,./hardest -f 1 -t 74 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,75,1,12.613124,optimal,0,,0.16.17,./hardest -f 1 -t 75 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,76,1,12.648851,optimal,0,,0.16.17,./hardest -f 1 -t 76 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,77,1,12.683220,optimal,0,,0.16.17,./hardest -f 1 -t 77 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,78,1,12.716297,optimal,0,,0.16.17,./hardest -f 1 -t 78 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,79,1,12.748148,optimal,0,,0.16.17,./hardest -f 1 -t 79 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,80,1,12.778832,optimal,0,,0.16.17,./hardest -f 1 -t 80 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,81,1,12.808404,optimal,0,,0.16.17,./hardest -f 1 -t 81 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,82,1,12.836919,optimal,0,,0.16.17,./hardest -f 1 -t 82 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,83,1,12.864426,optimal,0,,0.16.17,./hardest -f 1 -t 83 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,84,1,12.890971,optimal,0,,0.16.17,./hardest -f 1 -t 84 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,85,1,12.916600,optimal,0,,0.16.17,./hardest -f 1 -t 85 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,86,1,12.941353,optimal,0,,0.16.17,./hardest -f 1 -t 86 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,87,1,12.965271,optimal,0,,0.16.17,./hardest -f 1 -t 87 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,88,1,12.988390,optimal,0,,0.16.17,./hardest -f 1 -t 88 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,89,1,13.010745,optimal,0,,0.16.17,./hardest -f 1 -t 89 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,90,1,13.053870,optimal,0,,0.16.17,./hardest -f 1 -t 90 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,91,1,13.095839,optimal,0,,0.16.17,./hardest -f 1 -t 91 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,92,1,13.136468,optimal,0,,0.16.17,./hardest -f 1 -t 92 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,93,1,13.175812,optimal,0,,0.16.17,./hardest -f 1 -t 93 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,94,1,13.213925,optimal,0,,0.16.17,./hardest -f 1 -t 94 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,95,1,13.250859,optimal,0,,0.16.17,./hardest -f 1 -t 95 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,96,1,13.286661,optimal,0,,0.16.17,./hardest -f 1 -t 96 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,97,1,13.321377,optimal,0,,0.16.17,./hardest -f 1 -t 97 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,98,1,13.355051,optimal,0,,0.16.17,./hardest -f 1 -t 98 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,99,1,13.387723,optimal,0,,0.16.17,./hardest -f 1 -t 99 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,100,1,13.419433,optimal,0,,0.16.17,./hardest -f 1 -t 100 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,101,1,13.450219,optimal,0,,0.16.17,./hardest -f 1 -t 101 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,102,1,13.480116,optimal,0,,0.16.17,./hardest -f 1 -t 102 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,103,1,13.509158,optimal,0,,0.16.17,./hardest -f 1 -t 103 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,104,1,13.537376,optimal,0,,0.16.17,./hardest -f 1 -t 104 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,105,1,13.564803,optimal,0,,0.16.17,./hardest -f 1 -t 105 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,106,1,13.591468,optimal,0,,0.16.17,./hardest -f 1 -t 106 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,107,1,13.617397,optimal,0,,0.16.17,./hardest -f 1 -t 107 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,108,1,13.642619,optimal,0,,0.16.17,./hardest -f 1 -t 108 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,109,1,13.667158,optimal,0,,0.16.17,./hardest -f 1 -t 109 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,110,1,13.691039,optimal,0,,0.16.17,./hardest -f 1 -t 110 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,111,1,13.714286,optimal,0,,0.16.17,./hardest -f 1 -t 111 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,112,1,13.736920,optimal,0,,0.16.17,./hardest -f 1 -t 112 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,113,1,13.758963,optimal,0,,0.16.17,./hardest -f 1 -t 113 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,114,1,13.780435,optimal,0,,0.16.17,./hardest -f 1 -t 114 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,115,1,13.801356,optimal,0,,0.16.17,./hardest -f 1 -t 115 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,116,1,13.821744,optimal,0,,0.16.17,./hardest -f 1 -t 116 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,117,1,13.841618,optimal,0,,0.16.17,./hardest -f 1 -t 117 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,118,1,13.860994,optimal,0,,0.16.17,./hardest -f 1 -t 118 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,119,1,13.879890,optimal,0,,0.16.17,./hardest -f 1 -t 119 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,120,1,13.898320,optimal,0,,0.16.17,./hardest -f 1 -t 120 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,121,1,13.916300,optimal,0,,0.16.17,./hardest -f 1 -t 121 -r 1 -b 0 -i 0 -l 1.01 -s 1774544624 -i 0
1,122,1,13.933845,optimal,0,,0.16.17,./hardest -f 1 -t 122 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,123,1,13.950968,optimal,0,,0.16.17,./hardest -f 1 -t 123 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,124,1,13.967683,optimal,0,,0.16.17,./hardest -f 1 -t 124 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,125,1,13.984002,optimal,0,,0.16.17,./hardest -f 1 -t 125 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,126,1,13.999938,optimal,0,,0.16.17,./hardest -f 1 -t 126 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,127,1,14.023256,optimal,0,,0.16.17,./hardest -f 1 -t 127 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,128,1,14.053727,optimal,0,,0.16.17,./hardest -f 1 -t 128 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,129,1,14.083500,optimal,0,,0.16.17,./hardest -f 1 -t 129 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,130,1,14.112595,optimal,0,,0.16.17,./hardest -f 1 -t 130 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,131,1,14.141034,optimal,0,,0.16.17,./hardest -f 1 -t 131 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,132,1,14.168836,optimal,0,,0.16.17,./hardest -f 1 -t 132 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,133,1,14.196020,optimal,0,,0.16.17,./hardest -f 1 -t 133 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,134,1,14.222603,optimal,0,,0.16.17,./hardest -f 1 -t 134 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,135,1,14.248605,optimal,0,,0.16.17,./hardest -f 1 -t 135 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,136,1,14.274040,optimal,0,,0.16.17,./hardest -f 1 -t 136 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,137,1,14.298926,optimal,0,,0.16.17,./hardest -f 1 -t 137 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,138,1,14.323279,optimal,0,,0.16.17,./hardest -f 1 -t 138 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,139,1,14.347112,optimal,0,,0.16.17,./hardest -f 1 -t 139 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,140,1,14.370443,optimal,0,,0.16.17,./hardest -f 1 -t 140 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,141,1,14.393283,optimal,0,,0.16.17,./hardest -f 1 -t 141 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,142,1,14.415647,optimal,0,,0.16.17,./hardest -f 1 -t 142 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,143,1,14.437548,optimal,0,,0.16.17,./hardest -f 1 -t 143 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,144,1,14.458999,optimal,0,,0.16.17,./hardest -f 1 -t 144 -r 1 -b 0 -i 0 -l 1.01 -s 1774544625 -i 0
1,145,1,14.480011,optimal,0,,0.16.17,./hardest -f 1 -t 145 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,146,1,14.500598,optimal,0,,0.16.17,./hardest -f 1 -t 146 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,147,1,14.520769,optimal,0,,0.16.17,./hardest -f 1 -t 147 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,148,1,14.540537,optimal,0,,0.16.17,./hardest -f 1 -t 148 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,149,1,14.559912,optimal,0,,0.16.17,./hardest -f 1 -t 149 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,150,1,14.578904,optimal,0,,0.16.17,./hardest -f 1 -t 150 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,151,1,14.597523,optimal,0,,0.16.17,./hardest -f 1 -t 151 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,152,1,14.615780,optimal,0,,0.16.17,./hardest -f 1 -t 152 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,153,1,14.633682,optimal,0,,0.16.17,./hardest -f 1 -t 153 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,154,1,14.651241,optimal,0,,0.16.17,./hardest -f 1 -t 154 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,155,1,14.668463,optimal,0,,0.16.17,./hardest -f 1 -t 155 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,156,1,14.685358,optimal,0,,0.16.17,./hardest -f 1 -t 156 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,157,1,14.701935,optimal,0,,0.16.17,./hardest -f 1 -t 157 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,158,1,14.718200,optimal,0,,0.16.17,./hardest -f 1 -t 158 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,159,1,14.734161,optimal,0,,0.16.17,./hardest -f 1 -t 159 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,160,1,14.749827,optimal,0,,0.16.17,./hardest -f 1 -t 160 -r 1 -b 0 -i 0 -l 1.01 -s 1774544626 -i 0
1,161,1,14.765205,optimal,0,,0.16.17,./hardest -f 1 -t 161 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,162,1,14.780301,optimal,0,,0.16.17,./hardest -f 1 -t 162 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,163,1,14.795122,optimal,0,,0.16.17,./hardest -f 1 -t 163 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,164,1,14.809675,optimal,0,,0.16.17,./hardest -f 1 -t 164 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,165,1,14.823967,optimal,0,,0.16.17,./hardest -f 1 -t 165 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,166,1,14.838003,optimal,0,,0.16.17,./hardest -f 1 -t 166 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,167,1,14.851789,optimal,0,,0.16.17,./hardest -f 1 -t 167 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,168,1,14.865332,optimal,0,,0.16.17,./hardest -f 1 -t 168 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,169,1,14.878638,optimal,0,,0.16.17,./hardest -f 1 -t 169 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,170,1,14.891711,optimal,0,,0.16.17,./hardest -f 1 -t 170 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,171,1,14.904557,optimal,0,,0.16.17,./hardest -f 1 -t 171 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,172,1,14.917182,optimal,0,,0.16.17,./hardest -f 1 -t 172 -r 1 -b 0 -i 0 -l 1.01 -s 1774544627 -i 0
1,173,1,14.929589,optimal,0,,0.16.17,./hardest -f 1 -t 173 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,174,1,14.941786,optimal,0,,0.16.17,./hardest -f 1 -t 174 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,175,1,14.953775,optimal,0,,0.16.17,./hardest -f 1 -t 175 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,176,1,14.965562,optimal,0,,0.16.17,./hardest -f 1 -t 176 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,177,1,14.977151,optimal,0,,0.16.17,./hardest -f 1 -t 177 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,178,1,14.988547,optimal,0,,0.16.17,./hardest -f 1 -t 178 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,179,1,14.999754,optimal,0,,0.16.17,./hardest -f 1 -t 179 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,180,1,15.016059,optimal,0,,0.16.17,./hardest -f 1 -t 180 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,181,1,15.037771,optimal,0,,0.16.17,./hardest -f 1 -t 181 -r 1 -b 0 -i 0 -l 1.01 -s 1774544628 -i 0
1,182,1,15.059129,optimal,0,,0.16.17,./hardest -f 1 -t 182 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,183,1,15.080141,optimal,0,,0.16.17,./hardest -f 1 -t 183 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,184,1,15.100814,optimal,0,,0.16.17,./hardest -f 1 -t 184 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,185,1,15.121155,optimal,0,,0.16.17,./hardest -f 1 -t 185 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,186,1,15.141171,optimal,0,,0.16.17,./hardest -f 1 -t 186 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,187,1,15.160869,optimal,0,,0.16.17,./hardest -f 1 -t 187 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,188,1,15.180256,optimal,0,,0.16.17,./hardest -f 1 -t 188 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,189,1,15.199339,optimal,0,,0.16.17,./hardest -f 1 -t 189 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,190,1,15.218123,optimal,0,,0.16.17,./hardest -f 1 -t 190 -r 1 -b 0 -i 0 -l 1.01 -s 1774544629 -i 0
1,191,1,15.236615,optimal,0,,0.16.17,./hardest -f 1 -t 191 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,192,1,15.254821,optimal,0,,0.16.17,./hardest -f 1 -t 192 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,193,1,15.272746,optimal,0,,0.16.17,./hardest -f 1 -t 193 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,194,1,15.290398,optimal,0,,0.16.17,./hardest -f 1 -t 194 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,195,1,15.307780,optimal,0,,0.16.17,./hardest -f 1 -t 195 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,196,1,15.324899,optimal,0,,0.16.17,./hardest -f 1 -t 196 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,197,1,15.341759,optimal,0,,0.16.17,./hardest -f 1 -t 197 -r 1 -b 0 -i 0 -l 1.01 -s 1774544630 -i 0
1,198,1,15.358367,optimal,0,,0.16.17,./hardest -f 1 -t 198 -r 1 -b 0 -i 0 -l 1.01 -s 1774544631 -i 0
1,199,1,15.374726,optimal,0,,0.16.17,./hardest -f 1 -t 199 -r 1 -b 0 -i 0 -l 1.01 -s 1774544631 -i 0
