false_gods,true_gods,random_gods,expected_questions,status,independent_replications,notes,version,reproduce_command
4,15,1,16.359185,optimal,0,,0.16.13,./hardest -f 4 -t 15 -r 1 -b 0 -i 0 -l 1.01 -s 1774425186 -i 0
5,14,1,17.922790,optimal,0,,0.16.13,./hardest -f 5 -t 14 -r 1 -b 0 -i 0 -l 1.01 -s 1774425186 -i 0
6,13,1,19.117640,optimal,0,,0.16.13,./hardest -f 6 -t 13 -r 1 -b 0 -i 0 -l 1.01 -s 1774425186 -i 0
7,12,1,20.009498,optimal,0,,0.16.13,./hardest -f 7 -t 12 -r 1 -b 0 -i 0 -l 1.01 -s 1774425187 -i 0
8,11,1,20.662664,optimal,0,,0.16.13,./hardest -f 8 -t 11 -r 1 -b 0 -i 0 -l 1.01 -s 1774425187 -i 0
9,10,1,20.914907,optimal,0,,0.16.13,./hardest -f 9 -t 10 -r 1 -b 0 -i 0 -l 1.01 -s 1774425189 -i 0
0,18,2,7.768421,conjectured,100,,0.16.21,./hardest -f 0 -t 18 -r 2 -b 8 -i 99 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678948 -i 0 -u 7.768421 -M 1
1,17,2,11.919883,upper_bound,0,,0.16.15,./hardest -f 1 -t 17 -r 2 -b 0 -i 0 -l 1.01 -s 1774517348 -i 0
2,16,2,14.992466,upper_bound,0,,0.16.13,./hardest -f 2 -t 16 -r 2 -b 0 -i 0 -l 1.01 -s 1774425190 -i 0
3,15,2,17.441396,upper_bound,0,,0.16.15,./hardest -f 3 -t 15 -r 2 -b 0 -i 0 -l 1.01 -s 1774517349 -i 0
4,14,2,19.331998,upper_bound,0,,0.16.15,./hardest -f 4 -t 14 -r 2 -b 0 -i 0 -l 1.01 -s 1774516400 -i 0
5,13,2,20.832581,upper_bound,0,,0.16.15,./hardest -f 5 -t 13 -r 2 -b 0 -i 0 -l 1.01 -s 1774516406 -i 0
6,12,2,21.931722,upper_bound,0,,0.16.15,./hardest -f 6 -t 12 -r 2 -b 0 -i 0 -l 1.01 -s 1774517368 -i 0
7,11,2,22.733591,upper_bound,0,,0.16.13,./hardest -f 7 -t 11 -r 2 -b 0 -i 0 -l 1.01 -s 1774425238 -i 0
8,10,2,23.157885,upper_bound,0,,0.16.13,./hardest -f 8 -t 10 -r 2 -b 0 -i 0 -l 1.01 -s 1774425287 -i 0
9,9,2,23.334554,upper_bound,0,,0.16.13,./hardest -f 9 -t 9 -r 2 -b 0 -i 0 -l 1.01 -s 1774425355 -i 0
0,17,3,10.420614,upper_bound,0,,0.16.13,./hardest -f 0 -t 17 -r 3 -b 0 -i 0 -l 1.01 -s 1774425432 -i 0
1,16,3,14.542853,upper_bound,0,,0.16.13,./hardest -f 1 -t 16 -r 3 -b 0 -i 0 -l 1.01 -s 1774425432 -i 0
2,15,3,17.552677,upper_bound,0,,0.16.13,./hardest -f 2 -t 15 -r 3 -b 0 -i 0 -l 1.01 -s 1774425432 -i 0
3,14,3,19.872744,upper_bound,0,,0.16.13,./hardest -f 3 -t 14 -r 3 -b 0 -i 0 -l 1.01 -s 1774425435 -i 0
4,13,3,21.681754,upper_bound,0,,0.16.13,./hardest -f 4 -t 13 -r 3 -b 0 -i 0 -l 1.01 -s 1774425449 -i 0
5,12,3,23.028547,upper_bound,0,,0.16.13,./hardest -f 5 -t 12 -r 3 -b 0 -i 0 -l 1.01 -s 1774425498 -i 0
6,11,3,24.029787,upper_bound,0,,0.16.13,./hardest -f 6 -t 11 -r 3 -b 0 -i 0 -l 1.01 -s 1774425630 -i 0
7,10,3,24.716143,upper_bound,0,,0.16.13,./hardest -f 7 -t 10 -r 3 -b 0 -i 0 -l 1.01 -s 1774425897 -i 0
8,9,3,25.012164,upper_bound,0,,0.16.13,./hardest -f 8 -t 9 -r 3 -b 0 -i 0 -l 1.01 -s 1774426285 -i 0
0,16,4,12.683385,upper_bound,0,,0.16.13,./hardest -f 0 -t 16 -r 4 -b 0 -i 0 -l 1.01 -s 1774426831 -i 0
1,15,4,16.714280,upper_bound,0,,0.16.13,./hardest -f 1 -t 15 -r 4 -b 0 -i 0 -l 1.01 -s 1774426831 -i 0
2,14,4,19.606179,upper_bound,0,,0.16.13,./hardest -f 2 -t 14 -r 4 -b 0 -i 0 -l 1.01 -s 1774426834 -i 0
3,13,4,21.859959,upper_bound,0,,0.16.13,./hardest -f 3 -t 13 -r 4 -b 0 -i 0 -l 1.01 -s 1774426852 -i 0
4,12,4,23.521981,upper_bound,0,,0.16.13,./hardest -f 4 -t 12 -r 4 -b 0 -i 0 -l 1.01 -s 1774426942 -i 0
5,11,4,24.813706,upper_bound,0,,0.16.13,./hardest -f 5 -t 11 -r 4 -b 0 -i 0 -l 1.01 -s 1774427228 -i 0
6,10,4,999.9,upper_bound,0,placeholder,,
7,9,4,999.9,upper_bound,0,placeholder,,
8,8,4,999.9,upper_bound,0,placeholder,,
0,15,5,14.596072,upper_bound,0,,0.16.13,./hardest -f 0 -t 15 -r 5 -b 0 -i 0 -l 1.01 -s 1774428592 -i 0
1,14,5,18.501102,upper_bound,0,,0.16.13,./hardest -f 1 -t 14 -r 5 -b 0 -i 0 -l 1.01 -s 1774428593 -i 0
2,13,5,21.289371,upper_bound,0,,0.16.13,./hardest -f 2 -t 13 -r 5 -b 0 -i 0 -l 1.01 -s 1774428605 -i 0
3,12,5,23.425894,upper_bound,0,,0.16.13,./hardest -f 3 -t 12 -r 5 -b 0 -i 0 -l 1.01 -s 1774428689 -i 0
4,11,5,25.056808,upper_bound,0,,0.16.13,./hardest -f 4 -t 11 -r 5 -b 0 -i 0 -l 1.01 -s 1774429056 -i 0
5,10,5,999.9,upper_bound,0,placeholder,,
6,9,5,999.9,upper_bound,0,placeholder,,
7,8,5,999.9,upper_bound,0,placeholder,,
0,14,6,16.230987,upper_bound,0,,0.16.13,./hardest -f 0 -t 14 -r 6 -b 0 -i 0 -l 1.01 -s 1774431200 -i 0
1,13,6,20.155571,upper_bound,0,,0.16.13,./hardest -f 1 -t 13 -r 6 -b 0 -i 0 -l 1.01 -s 1774431202 -i 0
2,12,6,22.886609,upper_bound,0,,0.16.13,./hardest -f 2 -t 12 -r 6 -b 0 -i 0 -l 1.01 -s 1774431250 -i 0
3,11,6,24.924120,upper_bound,0,,0.16.13,./hardest -f 3 -t 11 -r 6 -b 0 -i 0 -l 1.01 -s 1774431542 -i 0
4,10,6,999.9,upper_bound,0,placeholder,,
5,9,6,999.9,upper_bound,0,placeholder,,
6,8,6,999.9,upper_bound,0,placeholder,,
7,7,6,999.9,upper_bound,0,placeholder,,
0,13,7,17.921713,upper_bound,0,,0.16.13,./hardest -f 0 -t 13 -r 7 -b 0 -i 0 -l 1.01 -s 1774434095 -i 0
1,12,7,21.662866,upper_bound,0,,0.16.13,./hardest -f 1 -t 12 -r 7 -b 0 -i 0 -l 1.01 -s 1774434105 -i 0
2,11,7,24.265961,upper_bound,0,,0.16.13,./hardest -f 2 -t 11 -r 7 -b 0 -i 0 -l 1.01 -s 1774434272 -i 0
3,10,7,26.085156,upper_bound,0,,0.16.13,./hardest -f 3 -t 10 -r 7 -b 0 -i 0 -l 1.01 -s 1774435315 -i 0
4,9,7,999.9,upper_bound,0,placeholder,,
5,8,7,999.9,upper_bound,0,placeholder,,
6,7,7,999.9,upper_bound,0,placeholder,,
0,12,8,19.544467,upper_bound,0,,0.16.13,./hardest -f 0 -t 12 -r 8 -b 0 -i 0 -l 1.01 -s 1774457627 -i 0
1,11,8,23.184156,upper_bound,0,,0.16.13,./hardest -f 1 -t 11 -r 8 -b 0 -i 0 -l 1.01 -s 1774457699 -i 0
2,10,8,25.703232,upper_bound,0,,0.16.15,./hardest -f 2 -t 10 -r 8 -b 0 -i 0 -l 1.01 -s 1774522289 -i 0
3,9,8,999.9,upper_bound,0,placeholder,,
4,8,8,999.9,upper_bound,0,placeholder,,
5,7,8,999.9,upper_bound,0,placeholder,,
6,6,8,999.9,upper_bound,0,placeholder,,
0,11,9,21.363275,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 0 -t 11 -r 9 -l 1.01 -s 1774457830 -i 0
1,10,9,24.990708,upper_bound,0,,0.16.13,./hardest -f 1 -t 10 -r 9 -b 0 -i 0 -l 1.01 -s 1774457875 -i 0
2,9,9,999.9,upper_bound,0,placeholder,,
3,8,9,999.9,upper_bound,0,placeholder,,
4,7,9,999.9,upper_bound,0,placeholder,,
5,6,9,999.9,upper_bound,0,placeholder,,
0,20,1,4.523810,optimal,0,,,
1,19,1,8.828571,optimal,0,,0.16.6,./hardest -f 1 -t 19 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094800 -i 0
2,18,1,12.021053,optimal,0,,0.16.13,./hardest -f 2 -t 18 -r 1 -b 0 -i 0 -l 1.01 -s 1774439512 -i 0
3,17,1,14.678864,optimal,0,,0.16.13,./hardest -f 3 -t 17 -r 1 -b 0 -i 0 -l 1.01 -s 1774439512 -i 0
4,16,1,16.759379,optimal,0,,0.16.13,./hardest -f 4 -t 16 -r 1 -b 0 -i 0 -l 1.01 -s 1774439512 -i 0
5,15,1,18.437319,optimal,0,,0.16.13,./hardest -f 5 -t 15 -r 1 -b 0 -i 0 -l 1.01 -s 1774439512 -i 0
6,14,1,19.759379,optimal,0,,0.16.13,./hardest -f 6 -t 14 -r 1 -b 0 -i 0 -l 1.01 -s 1774439512 -i 0
7,13,1,20.759379,optimal,0,,0.16.13,./hardest -f 7 -t 13 -r 1 -b 0 -i 0 -l 1.01 -s 1774439513 -i 0
8,12,1,21.462093,optimal,0,,0.16.13,./hardest -f 8 -t 12 -r 1 -b 0 -i 0 -l 1.01 -s 1774439514 -i 0
9,11,1,21.858474,optimal,0,,0.16.13,./hardest -f 9 -t 11 -r 1 -b 0 -i 0 -l 1.01 -s 1774439516 -i 0
10,10,1,21.966578,optimal,0,,0.16.6,./hardest -./hardest -f 10 -t 10 -r 1 -i 0 -b 1f 10 -t 10 -r 1 -i 0 -b 1 -l 1.01 -s 1774095718 -i 0
0,19,2,7.890476,conjectured,100,,0.16.21,./hardest -f 0 -t 19 -r 2 -b 8 -i 99 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678953 -i 0 -u 7.8904759999999996 -M 1
1,18,2,12.117043,upper_bound,0,,0.16.15,./hardest -f 1 -t 18 -r 2 -b 0 -i 0 -l 1.01 -s 1774517296 -i 0
2,17,2,15.315427,upper_bound,0,,0.16.15,./hardest -f 2 -t 17 -r 2 -b 0 -i 0 -l 1.01 -s 1774517296 -i 0
3,16,2,17.825456,upper_bound,0,,0.16.13,./hardest -f 3 -t 16 -r 2 -b 0 -i 0 -l 1.01 -s 1774439523 -i 0
4,15,2,19.825714,upper_bound,0,,0.16.13,./hardest -f 4 -t 15 -r 2 -b 0 -i 0 -l 1.01 -s 1774439524 -i 0
5,14,2,21.409875,upper_bound,0,,0.16.15,./hardest -f 5 -t 14 -r 2 -b 0 -i 0 -l 1.01 -s 1774517305 -i 0
6,13,2,22.641883,upper_bound,0,,0.16.13,./hardest -f 6 -t 13 -r 2 -b 0 -i 0 -l 1.01 -s 1774439552 -i 0
7,12,2,23.529853,upper_bound,0,,0.16.13,./hardest -f 7 -t 12 -r 2 -b 0 -i 0 -l 1.01 -s 1774439601 -i 0
8,11,2,24.068539,upper_bound,0,,0.16.13,./hardest -f 8 -t 11 -r 2 -b 0 -i 0 -l 1.01 -s 1774439698 -i 0
9,10,2,24.394411,upper_bound,0,,0.16.13,./hardest -f 9 -t 10 -r 2 -b 0 -i 0 -l 1.01 -s 1774439844 -i 0
0,18,3,10.656391,upper_bound,0,,0.16.13,./hardest -f 0 -t 18 -r 3 -b 0 -i 0 -l 1.01 -s 1774440026 -i 0
1,17,3,14.840560,upper_bound,0,,0.16.13,./hardest -f 1 -t 17 -r 3 -b 0 -i 0 -l 1.01 -s 1774440026 -i 0
2,16,3,17.921244,upper_bound,0,,0.16.13,./hardest -f 2 -t 16 -r 3 -b 0 -i 0 -l 1.01 -s 1774440026 -i 0
3,15,3,20.319731,upper_bound,0,,0.16.13,./hardest -f 3 -t 15 -r 3 -b 0 -i 0 -l 1.01 -s 1774440031 -i 0
4,14,3,22.227683,upper_bound,0,,0.16.13,./hardest -f 4 -t 14 -r 3 -b 0 -i 0 -l 1.01 -s 1774440051 -i 0
5,13,3,23.746354,upper_bound,0,,0.16.13,./hardest -f 5 -t 13 -r 3 -b 0 -i 0 -l 1.01 -s 1774440136 -i 0
6,12,3,999.9,upper_bound,0,placeholder,,
7,11,3,999.9,upper_bound,0,placeholder,,
8,10,3,999.9,upper_bound,0,placeholder,,
9,9,3,999.9,upper_bound,0,placeholder,,
0,17,4,12.973099,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 0 -t 17 -r 4 -l 1.01 -s 1774458478 -i 0
1,16,4,17.039253,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 1 -t 16 -r 4 -l 1.01 -s 1774458514 -i 0
2,15,4,20.044315,upper_bound,0,,0.16.13,./hardest -b 0 -i 0 -f 2 -t 15 -r 4 -l 1.01 -s 1774458525 -i 0
3,14,4,22.373957,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 3 -t 14 -r 4 -l 1.01 -s 1774458876 -i 0
4,13,4,999.9,upper_bound,0,placeholder,,
5,12,4,999.9,upper_bound,0,placeholder,,
6,11,4,999.9,upper_bound,0,placeholder,,
7,10,4,999.9,upper_bound,0,placeholder,,
8,9,4,999.9,upper_bound,0,placeholder,,
0,16,5,14.972647,upper_bound,0,,0.16.13,./hardest -f 0 -t 16 -r 5 -b 0 -i 0 -l 1.01 -s 1774458557 -i 0
1,15,5,18.985802,upper_bound,0,,0.16.13,./hardest -f 1 -t 15 -r 5 -b 0 -i 0 -l 1.01 -s 1774458623 -i 0
2,14,5,21.924284,upper_bound,0,,0.16.13,./hardest -f 2 -t 14 -r 5 -b 0 -i 0 -l 1.01 -s 1774458732 -i 0
3,13,5,999.9,upper_bound,0,placeholder,,
4,12,5,999.9,upper_bound,0,placeholder,,
5,11,5,999.9,upper_bound,0,placeholder,,
6,10,5,999.9,upper_bound,0,placeholder,,
7,9,5,999.9,upper_bound,0,placeholder,,
8,8,5,999.9,upper_bound,0,placeholder,,
0,15,6,16.672576,upper_bound,0,,0.16.15,./hardest -f 0 -t 15 -r 6 -b 0 -i 0 -l 1.01 -s 1774459005 -i 0
1,14,6,20.660510,upper_bound,0,,0.16.15,./hardest -f 1 -t 14 -r 6 -b 0 -i 0 -l 1.01 -s 1774459052 -i 0
2,13,6,23.388423,upper_bound,0,,0.16.15,./hardest -f 2 -t 13 -r 6 -b 0 -i 0 -l 1.01 -s 1774522145 -i 0
3,12,6,999.9,upper_bound,0,placeholder,,
4,11,6,999.9,upper_bound,0,placeholder,,
5,10,6,999.9,upper_bound,0,placeholder,,
6,9,6,999.9,upper_bound,0,placeholder,,
7,8,6,999.9,upper_bound,0,placeholder,,
0,14,7,18.257162,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 0 -t 14 -r 7 -l 1.01 -s 1774459238 -i 0
1,13,7,22.126891,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 1 -t 13 -r 7 -l 1.01 -s 1774459355 -i 0
2,12,7,999.9,upper_bound,0,placeholder,,
3,11,7,999.9,upper_bound,0,placeholder,,
4,10,7,999.9,upper_bound,0,placeholder,,
5,9,7,999.9,upper_bound,0,placeholder,,
6,8,7,999.9,upper_bound,0,placeholder,,
7,7,7,999.9,upper_bound,0,placeholder,,
0,13,8,19.922707,upper_bound,0,,0.16.15,./hardest -f 0 -t 13 -r 8 -b 0 -i 0 -l 1.01 -s 1774459503 -i 0
1,12,8,23.701911,upper_bound,0,,0.16.15,./hardest -f 1 -t 12 -r 8 -b 0 -i 0 -l 1.01 -s 1774522103 -i 0
2,11,8,999.9,upper_bound,0,placeholder,,
3,10,8,999.9,upper_bound,0,placeholder,,
4,9,8,999.9,upper_bound,0,placeholder,,
5,8,8,999.9,upper_bound,0,placeholder,,
6,7,8,999.9,upper_bound,0,placeholder,,
0,12,9,21.653363,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 0 -t 12 -r 9 -l 1.01 -s 1774459724 -i 0
1,11,9,999.9,upper_bound,0,placeholder,,
2,10,9,999.9,upper_bound,0,placeholder,,
3,9,9,999.9,upper_bound,0,placeholder,,
4,8,9,999.9,upper_bound,0,placeholder,,
5,7,9,999.9,upper_bound,0,placeholder,,
6,6,9,999.9,upper_bound,0,placeholder,,
0,11,10,23.739097,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 0 -t 11 -r 10 -l 1.01 -s 1774459768 -i 0
1,10,10,999.9,upper_bound,0,placeholder,,
2,9,10,999.9,upper_bound,0,placeholder,,
3,8,10,999.9,upper_bound,0,placeholder,,
4,7,10,999.9,upper_bound,0,placeholder,,
5,6,10,999.9,upper_bound,0,placeholder,,
0,21,1,4.590909,optimal,0,,0.16.13,./hardest -f 0 -t 21 -r 1 -b 0 -i 0 -l 1.01 -s 1774439654 -i 0
1,20,1,8.937229,optimal,0,,0.16.6,./hardest -f 1 -t 20 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094810 -i 0
2,19,1,12.272294,optimal,0,,0.16.13,./hardest -f 2 -t 19 -r 1 -b 0 -i 0 -l 1.01 -s 1774439654 -i 0
3,18,1,14.925564,optimal,0,,0.16.13,./hardest -f 3 -t 18 -r 1 -b 0 -i 0 -l 1.01 -s 1774439654 -i 0
4,17,1,17.054538,optimal,0,,0.16.13,./hardest -f 4 -t 17 -r 1 -b 0 -i 0 -l 1.01 -s 1774439654 -i 0
5,16,1,18.874327,optimal,0,,0.16.13,./hardest -f 5 -t 16 -r 1 -b 0 -i 0 -l 1.01 -s 1774439654 -i 0
6,15,1,20.288763,optimal,0,,0.16.13,./hardest -f 6 -t 15 -r 1 -b 0 -i 0 -l 1.01 -s 1774439655 -i 0
7,14,1,21.405876,optimal,0,,0.16.13,./hardest -f 7 -t 14 -r 1 -b 0 -i 0 -l 1.01 -s 1774439656 -i 0
8,13,1,22.171651,optimal,0,,0.16.13,./hardest -f 8 -t 13 -r 1 -b 0 -i 0 -l 1.01 -s 1774439658 -i 0
9,12,1,22.748206,optimal,0,,0.16.13,./hardest -f 9 -t 12 -r 1 -b 0 -i 0 -l 1.01 -s 1774439662 -i 0
10,11,1,22.964414,optimal,0,,0.16.13,./hardest -f 10 -t 11 -r 1 -b 0 -i 0 -l 1.01 -s 1774439668 -i 0
0,20,2,7.995671,conjectured,100,,0.16.21,./hardest -f 0 -t 20 -r 2 -b 8 -i 99 -a 1.01 -e 1.004 -S 7 -l 1.01 -s 1774678960 -i 0 -u 7.9956710000000006 -M 1
1,19,2,12.352273,upper_bound,0,,0.16.13,./hardest -f 1 -t 19 -r 2 -b 0 -i 0 -l 1.01 -s 1774439675 -i 0
2,18,2,15.613876,upper_bound,0,,0.16.13,./hardest -f 2 -t 18 -r 2 -b 0 -i 0 -l 1.01 -s 1774439675 -i 0
3,17,2,18.164071,upper_bound,0,,0.16.15,./hardest -f 3 -t 17 -r 2 -b 0 -i 0 -l 1.01 -s 1774517288 -i 0
4,16,2,20.266618,upper_bound,0,,0.16.15,./hardest -f 4 -t 16 -r 2 -b 0 -i 0 -l 1.01 -s 1774517290 -i 0
5,15,2,21.936930,upper_bound,0,,0.16.15,./hardest -f 5 -t 15 -r 2 -b 0 -i 0 -l 1.01 -s 1774517301 -i 0
6,14,2,23.268786,upper_bound,0,,0.16.13,./hardest -f 6 -t 14 -r 2 -b 0 -i 0 -l 1.01 -s 1774439723 -i 0
7,13,2,24.267892,upper_bound,0,,0.16.13,./hardest -f 7 -t 13 -r 2 -b 0 -i 0 -l 1.01 -s 1774439810 -i 0
8,12,2,24.955024,upper_bound,0,,0.16.13,./hardest -f 8 -t 12 -r 2 -b 0 -i 0 -l 1.01 -s 1774439992 -i 0
9,11,2,25.394572,upper_bound,0,,0.16.13,./hardest -f 9 -t 11 -r 2 -b 0 -i 0 -l 1.01 -s 1774440291 -i 0
10,10,2,999.9,upper_bound,0,placeholder,,
0,19,3,10.854545,upper_bound,0,,0.16.13,./hardest -f 0 -t 19 -r 3 -b 0 -i 0 -l 1.01 -s 1774441039 -i 0
1,18,3,15.069344,upper_bound,0,,0.16.13,./hardest -f 1 -t 18 -r 3 -b 0 -i 0 -l 1.01 -s 1774441039 -i 0
2,17,3,18.259723,upper_bound,0,,0.16.13,./hardest -f 2 -t 17 -r 3 -b 0 -i 0 -l 1.01 -s 1774441040 -i 0
3,16,3,20.794062,upper_bound,0,,0.16.13,./hardest -f 3 -t 16 -r 3 -b 0 -i 0 -l 1.01 -s 1774441045 -i 0
4,15,3,22.791566,upper_bound,0,,0.16.13,./hardest -f 4 -t 15 -r 3 -b 0 -i 0 -l 1.01 -s 1774441077 -i 0
5,14,3,24.345296,upper_bound,0,,0.16.13,./hardest -f 5 -t 14 -r 3 -b 0 -i 0 -l 1.01 -s 1774441203 -i 0
6,13,3,999.9,upper_bound,0,placeholder,,
7,12,3,999.9,upper_bound,0,placeholder,,
8,11,3,999.9,upper_bound,0,placeholder,,
9,10,3,999.9,upper_bound,0,placeholder,,
0,18,4,13.182638,upper_bound,0,,0.16.13,./hardest -f 0 -t 18 -r 4 -b 0 -i 0 -l 1.01 -s 1774442454 -i 0
1,17,4,17.389608,upper_bound,0,,0.16.13,./hardest -f 1 -t 17 -r 4 -b 0 -i 0 -l 1.01 -s 1774442455 -i 0
2,16,4,20.499321,upper_bound,0,,0.16.13,./hardest -f 2 -t 16 -r 4 -b 0 -i 0 -l 1.01 -s 1774442460 -i 0
3,15,4,22.928730,upper_bound,0,,0.16.13,./hardest -f 3 -t 15 -r 4 -b 0 -i 0 -l 1.01 -s 1774442509 -i 0
4,14,4,24.845839,upper_bound,0,,0.16.13,./hardest -f 4 -t 14 -r 4 -b 0 -i 0 -l 1.01 -s 1774442753 -i 0
5,13,4,999.9,upper_bound,0,placeholder,,
6,12,4,999.9,upper_bound,0,placeholder,,
7,11,4,999.9,upper_bound,0,placeholder,,
8,10,4,999.9,upper_bound,0,placeholder,,
9,9,4,999.9,upper_bound,0,placeholder,,
0,17,5,15.228977,upper_bound,0,,0.16.13,./hardest -f 0 -t 17 -r 5 -b 0 -i 0 -l 1.01 -s 1774443867 -i 0
1,16,5,19.319137,upper_bound,0,,0.16.13,./hardest -f 1 -t 16 -r 5 -b 0 -i 0 -l 1.01 -s 1774443869 -i 0
2,15,5,22.334208,upper_bound,0,,0.16.13,./hardest -f 2 -t 15 -r 5 -b 0 -i 0 -l 1.01 -s 1774443897 -i 0
3,14,5,24.730606,upper_bound,0,,0.16.13,./hardest -f 3 -t 14 -r 5 -b 0 -i 0 -l 1.01 -s 1774444130 -i 0
4,13,5,999.9,upper_bound,0,placeholder,,
5,12,5,999.9,upper_bound,0,placeholder,,
6,11,5,999.9,upper_bound,0,placeholder,,
7,10,5,999.9,upper_bound,0,placeholder,,
8,9,5,999.9,upper_bound,0,placeholder,,
0,16,6,17.048608,upper_bound,0,,0.16.15,./hardest -f 0 -t 16 -r 6 -b 0 -i 0 -l 1.01 -s 1774459906 -i 0
1,15,6,21.071171,upper_bound,0,,0.16.15,./hardest -f 1 -t 15 -r 6 -b 0 -i 0 -l 1.01 -s 1774459936 -i 0
2,14,6,999.9,upper_bound,0,placeholder,,
3,13,6,999.9,upper_bound,0,placeholder,,
4,12,6,999.9,upper_bound,0,placeholder,,
5,11,6,999.9,upper_bound,0,placeholder,,
6,10,6,999.9,upper_bound,0,placeholder,,
7,9,6,999.9,upper_bound,0,placeholder,,
8,8,6,999.9,upper_bound,0,placeholder,,
0,15,7,18.746364,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 0 -t 15 -r 7 -l 1.01 -s 1774459976 -i 0
1,14,7,22.666448,upper_bound,0,,0.16.15,./hardest -f 1 -t 14 -r 7 -b 0 -i 0 -l 1.01 -s 1774521620 -i 0
2,13,7,999.9,upper_bound,0,placeholder,,
3,12,7,999.9,upper_bound,0,placeholder,,
4,11,7,999.9,upper_bound,0,placeholder,,
5,10,7,999.9,upper_bound,0,placeholder,,
6,9,7,999.9,upper_bound,0,placeholder,,
7,8,7,999.9,upper_bound,0,placeholder,,
0,14,8,20.261639,upper_bound,0,,0.16.15,./hardest -f 0 -t 14 -r 8 -b 0 -i 0 -l 1.01 -s 1774460051 -i 0
1,13,8,999.9,upper_bound,0,placeholder,,
2,12,8,999.9,upper_bound,0,placeholder,,
3,11,8,999.9,upper_bound,0,placeholder,,
4,10,8,999.9,upper_bound,0,placeholder,,
5,9,8,999.9,upper_bound,0,placeholder,,
6,8,8,999.9,upper_bound,0,placeholder,,
7,7,8,999.9,upper_bound,0,placeholder,,
0,13,9,22.016842,upper_bound,0,,0.16.15,./hardest -b 0 -i 0 -f 0 -t 13 -r 9 -l 1.01 -s 1774460123 -i 0
1,12,9,999.9,upper_bound,0,placeholder,,
2,11,9,999.9,upper_bound,0,placeholder,,
3,10,9,999.9,upper_bound,0,placeholder,,
4,9,9,999.9,upper_bound,0,placeholder,,
5,8,9,999.9,upper_bound,0,placeholder,,
6,7,9,999.9,upper_bound,0,placeholder,,
0,12,10,23.884103,upper_bound,0,,0.16.15,./hardest -f 0 -t 12 -r 10 -b 0 -i 0 -l 1.01 -s 1774460175 -i 0
1,11,10,999.9,upper_bound,0,placeholder,,
2,10,10,999.9,upper_bound,0,placeholder,,
3,9,10,999.9,upper_bound,0,placeholder,,
4,8,10,999.9,upper_bound,0,placeholder,,
5,7,10,999.9,upper_bound,0,placeholder,,
6,6,10,999.9,upper_bound,0,placeholder,,
0,22,1,4.652174,optimal,0,,0.16.13,./hardest -f 0 -t 22 -r 1 -b 0 -i 0 -l 1.01 -s 1774440459 -i 0
1,21,1,9.031621,optimal,0,,0.16.6,./hardest -f 1 -t 21 -r 1 -b 1 -u 12 -i 1000 -b 9 -l 1.01 -s 1774094817 -i 0
2,20,1,12.501600,optimal,0,,0.16.13,./hardest -f 2 -t 20 -r 1 -b 0 -i 0 -l 1.01 -s 1774440459 -i 0
3,19,1,15.193224,optimal,0,,0.16.13,./hardest -f 3 -t 19 -r 1 -b 0 -i 0 -l 1.01 -s 1774440459 -i 0
4,18,1,17.485370,optimal,0,,0.16.13,./hardest -f 4 -t 18 -r 1 -b 0 -i 0 -l 1.01 -s 1774440459 -i 0
5,17,1,19.312246,optimal,0,,0.16.13,./hardest -f 5 -t 17 -r 1 -b 0 -i 0 -l 1.01 -s 1774440459 -i 0
6,16,1,20.821432,optimal,0,,0.16.13,./hardest -f 6 -t 16 -r 1 -b 0 -i 0 -l 1.01 -s 1774440460 -i 0
7,15,1,21.974188,optimal,0,,0.16.13,./hardest -f 7 -t 15 -r 1 -b 0 -i 0 -l 1.01 -s 1774440461 -i 0
8,14,1,22.902902,optimal,0,,0.16.13,./hardest -f 8 -t 14 -r 1 -b 0 -i 0 -l 1.01 -s 1774440465 -i 0
9,13,1,23.577023,optimal,0,,0.16.13,./hardest -f 9 -t 13 -r 1 -b 0 -i 0 -l 1.01 -s 1774440472 -i 0
10,12,1,23.915436,optimal,0,,0.16.13,./hardest -f 10 -t 12 -r 1 -b 0 -i 0 -l 1.01 -s 1774440483 -i 0
11,11,1,24.009439,optimal,0,,0.16.8,./hardest -f 11 -t 11 -r 1 -i 0 -b 1 -l 1.01 -s 1774183764 -i 0
0,21,2,8.088933,upper_bound,0,,0.17.12,./hardest -f 0 -t 21 -r 2 -b 9 -i 999 -a 1.0011 -e 1.00095 -K 1960 -S 7 -z -99 -U 2 -s 2948749780936971022 -i 0 -u 8.0909089999999999 -M 1 -a 1.0010999999999999 -e 1.00095
